"Private_School_Name","State_Name_Latest","State_Name_2019_20","STATE_not_geo_file","STATE","Private_School_Name_2019_20","PPIN","Total_Students_Private_2019_20","Black_Students_Private_2019_20","Hispanic_Students_Private_2019_20","Native_Students_Private_2019_20","Hawaiian_Students_Private_2019_20","Asian_Students_Private_2019_20","White_Students_Private_2019_20","prop_black","prop_hispanic","prop_native","prop_hawaiian","prop_asian","prop_white","FTE_Teachers_Private_2019_20","LOCALE","urbanicity_geo_data","LAT","LON","urbanicity"
"KENNEDY HEIGHTS MONTESSORI CENTER","OHIO","OHIO","OH","OH","KENNEDY HEIGHTS MONTESSORI CENTER","K9500390",88,5,0,0,0,0,7,31.25,0,0,0,0,43.75,4,"11","city",39.18872,-84.413341,"city"
"TRINITY LUTHERAN SCHOOL","OHIO","OHIO","OH","OH","TRINITY LUTHERAN SCHOOL","01063208",47,0,0,0,0,0,38,0,0,0,0,0,100,5.8,"42","rural",40.90214,-83.725891,"rural"
"HERITAGE CHRISTIAN SCHOOL","OHIO","OHIO","OH","OH","HERITAGE CHRISTIAN SCHOOL","A0701810",66,1,9,0,0,0,56,1.52,13.64,0,0,0,84.85,10.6,"32","town",41.06282,-83.665321,"town"
NA,NA,NA,NA,"OH",NA,"A2302068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.934637,-83.608218,"rural"
NA,NA,NA,NA,"OH",NA,"A9300756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","town",41.04979,-83.609941,"town"
"LEAFY OAK SCHOOL","OHIO","OHIO","OH","OH","LEAFY OAK SCHOOL","A1302369",24,0,0,0,0,0,24,0,0,0,0,0,100,1,"42","rural",40.554567,-83.440897,"rural"
"PAROCHIAL #1","OHIO","OHIO","OH","OH","PAROCHIAL #1","A1302449",28,0,0,0,0,0,28,0,0,0,0,0,100,1,"42","rural",40.57415,-83.591213,"rural"
"PAROCHIAL #2","OHIO","OHIO","OH","OH","PAROCHIAL #2","A1302450",21,0,0,0,0,0,21,0,0,0,0,0,100,1,"42","rural",40.619005,-83.528267,"rural"
"PINE RIDGE SCHOOL","OHIO","OHIO","OH","OH","PINE RIDGE SCHOOL","A1302456",27,0,0,0,0,0,27,0,0,0,0,0,100,1,"42","rural",40.585253,-83.4849,"rural"
"WILLOW BROOK SCHOOL","OHIO","OHIO","OH","OH","WILLOW BROOK SCHOOL","A1302574",29,0,0,0,0,0,29,0,0,0,0,0,100,1.4,"42","rural",40.572938,-83.449845,"rural"
"WOLF CREEK","OHIO","OHIO","OH","OH","WOLF CREEK","A1302578",26,0,0,0,0,0,26,0,0,0,0,0,100,1,"41","rural",40.59717,-83.554815,"rural"
NA,NA,NA,NA,"OH",NA,"A2103001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32","town",40.656217,-83.618868,"town"
"ST AUGUSTINE CATHOLIC SCHOOL","OHIO","OHIO","OH","OH","ST AUGUSTINE CATHOLIC SCHOOL","01061084",51,2,4,0,0,0,25,4.76,9.52,0,0,0,59.52,6.9,"32","town",41.392441,-84.123433,"town"
"ST PAUL LUTHERAN SCHOOL","OHIO","OHIO","OH","OH","ST PAUL LUTHERAN SCHOOL","01063423",211,1,0,0,0,0,163,0.58,0,0,0,0,94.22,11.9,"32","town",41.392991,-84.142624,"town"
"ST JOHN LUTHERAN SCHOOL","OHIO","OHIO","OH","OH","ST JOHN LUTHERAN SCHOOL","01063558",58,0,0,0,0,0,35,0,0,0,0,0,100,6.3,"42","rural",41.456491,-84.174017,"rural"
"HILLSBORO CHRISTIAN ACADEMY","OHIO","OHIO","OH","OH","HILLSBORO CHRISTIAN ACADEMY","A0108640",193,0,0,0,0,0,168,0,0,0,0,0,94.92,15,"32","town",39.19028,-83.617731,"town"
"ST JOHN THE EVANGELIST SCHOOL","OHIO","OHIO","OH","OH","ST JOHN THE EVANGELIST SCHOOL","01059665",76,2,1,0,0,0,58,3.23,1.61,0,0,0,93.55,4,"32","town",39.542875,-82.408914,"town"
"LOGAN CHRISTIAN SCHOOL","OHIO","OHIO","OH","OH","LOGAN CHRISTIAN SCHOOL","A9702668",93,1,3,0,0,0,63,1.45,4.35,0,0,0,91.3,6.1,"32","town",39.532316,-82.405294,"town"
"GOSPEL HAVEN ACADEMY","OHIO","OHIO","OH","OH","GOSPEL HAVEN ACADEMY","A1140019",101,0,1,0,0,0,100,0,0.99,0,0,0,99.01,10.4,"42","rural",40.600962,-81.849279,"rural"
"ALPINE MEADOW SCHOOL","OHIO","OHIO","OH","OH","ALPINE MEADOW SCHOOL","A1302239",25,0,0,0,0,0,25,0,0,0,0,0,100,2,"42","rural",40.624038,-81.679098,"rural"
"APPLE HILL","OHIO","OHIO","OH","OH","APPLE HILL","A1302244",25,0,0,0,0,0,25,0,0,0,0,0,100,2,"42","rural",40.62983,-81.675549,"rural"
"ASHERY","OHIO","OHIO","OH","OH","ASHERY","A1302245",25,0,0,0,0,0,25,0,0,0,0,0,100,2,"42","rural",40.660589,-81.765404,"rural"
"BADDOW PASS","OHIO","OHIO","OH","OH","BADDOW PASS","A1302247",25,0,0,0,0,0,25,0,0,0,0,0,100,1,"42","rural",40.491656,-82.143244,"rural"
"BLESSING ACRES","OHIO","OHIO","OH","OH","BLESSING ACRES","A1302255",32,0,0,0,0,0,32,0,0,0,0,0,100,2,"42","rural",40.593549,-81.802899,"rural"
"BRUSH RUN","OHIO","OHIO","OH","OH","BRUSH RUN","A1302262",29,0,0,0,0,0,29,0,0,0,0,0,100,2,"42","rural",40.469219,-81.687774,"rural"
"BUCKEYE","OHIO","OHIO","OH","OH","BUCKEYE","A1302263",22,0,0,0,0,0,22,0,0,0,0,0,100,2,"42","rural",40.489221,-81.729529,"rural"
"CARLISLE VALLEY C/O FREDA MILLER","OHIO","OHIO","OH","OH","CARLISLE VALLEY C/O FREDA MILLER","A1302266",29,0,0,0,0,0,29,0,0,0,0,0,100,2,"42","rural",40.529168,-81.743516,"rural"
"CHARM VIEW","OHIO","OHIO","OH","OH","CHARM VIEW","A1302270",23,0,0,0,0,0,23,0,0,0,0,0,100,2,"42","rural",40.497353,-81.781007,"rural"
"CLARK VALLEY","OHIO","OHIO","OH","OH","CLARK VALLEY","A1302278",28,0,0,0,0,0,28,0,0,0,0,0,100,2,"42","rural",40.459963,-81.866999,"rural"
"CLEAR SPRINGS","OHIO","OHIO","OH","OH","CLEAR SPRINGS","A1302279",18,0,0,0,0,0,18,0,0,0,0,0,100,2,"42","rural",40.48628,-81.794108,"rural"
"CORNERSTONE","OHIO","OHIO","OH","OH","CORNERSTONE","A1302283",28,0,0,0,0,0,28,0,0,0,0,0,100,1,"42","rural",40.542128,-81.849918,"rural"
"COUNTRY LANE","OHIO","OHIO","OH","OH","COUNTRY LANE","A1302289",13,0,0,0,0,0,13,0,0,0,0,0,100,2,"42","rural",40.599693,-81.904503,"rural"
"DIAMOND VIEW","OHIO","OHIO","OH","OH","DIAMOND VIEW","A1302304",31,0,0,0,0,0,31,0,0,0,0,0,100,2,"42","rural",40.62903,-81.960972,"rural"
"DOUGHTY VALLEY SCHOOL","OHIO","OHIO","OH","OH","DOUGHTY VALLEY SCHOOL","A1302305",31,0,0,0,0,0,31,0,0,0,0,0,100,2,"42","rural",40.47812,-81.832241,"rural"
"DOUGHTY VIEW C/O FREDA YODER","OHIO","OHIO","OH","OH","DOUGHTY VIEW C/O FREDA YODER","A1302306",30,0,0,0,0,0,30,0,0,0,0,0,100,2,"42","rural",40.472266,-81.853449,"rural"
"DUBLIN","OHIO","OHIO","OH","OH","DUBLIN","A1302307",31,0,0,0,0,0,31,0,0,0,0,0,100,2,"42","rural",40.647627,-81.764703,"rural"
"EAST FAIRVIEW SCHOOL","OHIO","OHIO","OH","OH","EAST FAIRVIEW SCHOOL","A1302308",29,0,0,0,0,0,29,0,0,0,0,0,100,2,"42","rural",40.618938,-81.732486,"rural"
"EAST PLAINS C/O NAOMI TROYER","OHIO","OHIO","OH","OH","EAST PLAINS C/O NAOMI TROYER","A1302311",32,0,0,0,0,0,32,0,0,0,0,0,100,2,"42","rural",40.582358,-81.789966,"rural"
"EAST VALLEY","OHIO","OHIO","OH","OH","EAST VALLEY","A1302313",28,0,0,0,0,0,28,0,0,0,0,0,100,2,"42","rural",40.63905,-81.663277,"rural"
"ECHO VALLEY","OHIO","OHIO","OH","OH","ECHO VALLEY","A1302314",18,0,0,0,0,0,18,0,0,0,0,0,100,1.9,"42","rural",40.490995,-81.849135,"rural"
"FOUNTAIN VALLEY","OHIO","OHIO","OH","OH","FOUNTAIN VALLEY","A1302319",38,0,0,0,0,0,38,0,0,0,0,0,100,2,"42","rural",40.640827,-81.716468,"rural"
"FOUR CORNERS","OHIO","OHIO","OH","OH","FOUR CORNERS","A1302320",29,0,0,0,0,0,29,0,0,0,0,0,100,2,"42","rural",40.595536,-81.761894,"rural"
"GENZA BOTTOM","OHIO","OHIO","OH","OH","GENZA BOTTOM","A1302327",18,0,0,0,0,0,18,0,0,0,0,0,100,1,"42","rural",40.551773,-81.709839,"rural"
"GOOSE CREEK","OHIO","OHIO","OH","OH","GOOSE CREEK","A1302330",19,0,0,0,0,0,19,0,0,0,0,0,100,1,"42","rural",40.550224,-81.728632,"rural"
"GREEN ACRES","OHIO","OHIO","OH","OH","GREEN ACRES","A1302333",35,0,0,0,0,0,35,0,0,0,0,0,100,3,"42","rural",40.614583,-81.760509,"rural"
"GYPSY SPRINGS","OHIO","OHIO","OH","OH","GYPSY SPRINGS","A1302337",26,0,0,0,0,0,26,0,0,0,0,0,100,2,"42","rural",40.52184,-81.854562,"rural"
"HICKORY RIDGE","OHIO","OHIO","OH","OH","HICKORY RIDGE","A1302340",21,0,0,0,0,0,21,0,0,0,0,0,100,1,"42","rural",40.617149,-82.076432,"rural"
"HIDDEN ACRES","OHIO","OHIO","OH","OH","HIDDEN ACRES","A1302341",26,0,0,0,0,0,26,0,0,0,0,0,100,2,"42","rural",40.602542,-81.751523,"rural"
"HILLCREST","OHIO","OHIO","OH","OH","HILLCREST","A1302344",15,0,0,0,0,0,15,0,0,0,0,0,100,2,"42","rural",40.59522,-81.887916,"rural"
"HILLSIDE ACRES","OHIO","OHIO","OH","OH","HILLSIDE ACRES","A1302345",25,0,0,0,0,0,25,0,0,0,0,0,100,3,"42","rural",40.588456,-81.960953,"rural"
"HONEY RIDGE","OHIO","OHIO","OH","OH","HONEY RIDGE","A1302348",22,0,0,0,0,0,22,0,0,0,0,0,100,1,"42","rural",40.611424,-81.714569,"rural"
"KNOB VIEW","OHIO","OHIO","OH","OH","KNOB VIEW","A1302362",33,0,0,0,0,0,33,0,0,0,0,0,100,2,"42","rural",40.457923,-81.779792,"rural"
"LAKEVILLE PAROCHIAL","OHIO","OHIO","OH","OH","LAKEVILLE PAROCHIAL","A1302366",18,0,0,0,0,0,18,0,0,0,0,0,100,1,"42","rural",40.635541,-82.101384,"rural"
"LINN LAWN","OHIO","OHIO","OH","OH","LINN LAWN","A1302373",11,0,0,0,0,0,11,0,0,0,0,0,100,1,"42","rural",40.577444,-82.058121,"rural"
"LOCUST RUN","OHIO","OHIO","OH","OH","LOCUST RUN","A1302378",26,0,0,0,0,0,26,0,0,0,0,0,100,2,"42","rural",40.623853,-82.099187,"rural"
"LONE PINE","OHIO","OHIO","OH","OH","LONE PINE","A1302379",30,0,0,0,0,0,30,0,0,0,0,0,100,3,"42","rural",40.640575,-82.014016,"rural"
"MAPLE SPRINGS SCHOOL","OHIO","OHIO","OH","OH","MAPLE SPRINGS SCHOOL","A1302389",33,0,0,0,0,0,33,0,0,0,0,0,100,2,"42","rural",40.652301,-81.904326,"rural"
"MARTINS CREEK C/O ELAINE MILLER","OHIO","OHIO","OH","OH","MARTINS CREEK C/O ELAINE MILLER","A1302392",30,0,0,0,0,0,30,0,0,0,0,0,100,2,"42","rural",40.625502,-81.895729,"rural"
"MEADOW BROOK","OHIO","OHIO","OH","OH","MEADOW BROOK","A1302393",36,0,0,0,0,0,36,0,0,0,0,0,100,2,"42","rural",40.454398,-81.814379,"rural"
"MULLET RUN","OHIO","OHIO","OH","OH","MULLET RUN","A1302412",25,0,0,0,0,0,25,0,0,0,0,0,100,2,"42","rural",40.463727,-81.82782,"rural"
NA,NA,NA,NA,"OH",NA,"A1302420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.576205,-81.780801,"rural"
"PENIEL CHRISTIAN","OHIO","OHIO","OH","OH","PENIEL CHRISTIAN","A1302451",21,0,0,0,0,0,21,0,0,0,0,0,100,3,"42","rural",40.628531,-81.975827,"rural"
"PLEASANT HILL SCHOOL C/O AARON MAST","OHIO","OHIO","OH","OH","PLEASANT HILL SCHOOL C/O AARON MAST","A1302460",39,0,0,0,0,0,39,0,0,0,0,0,100,1.9,"42","rural",40.649795,-81.74591,"rural"
"POSSUM VALLEY","OHIO","OHIO","OH","OH","POSSUM VALLEY","A1302466",39,0,0,0,0,0,39,0,0,0,0,0,100,2,"42","rural",40.53588,-81.801436,"rural"
NA,NA,NA,NA,"OH",NA,"A1302479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.570357,-81.756711,"rural"
"SCENIC ACRES","OHIO","OHIO","OH","OH","SCENIC ACRES","A1302482",21,0,0,0,0,0,21,0,0,0,0,0,100,2,"42","rural",40.503894,-81.717762,"rural"
"SCENIC VALLEY","OHIO","OHIO","OH","OH","SCENIC VALLEY","A1302485",31,0,0,0,0,0,31,0,0,0,0,0,100,2,"42","rural",40.460485,-81.797036,"rural"
"C/O MIRIAM MAST","OHIO","OHIO","OH","OH","C/O MIRIAM MAST","A1302489",32,0,0,0,0,0,32,0,0,0,0,0,100,3,"42","rural",40.630301,-81.99529,"rural"
"SHADY HOLLOW","OHIO","OHIO","OH","OH","SHADY HOLLOW","A1302490",38,0,0,0,0,0,38,0,0,0,0,0,100,2,"42","rural",40.663716,-81.745264,"rural"
"SOUTH BUNKER HILL SCHOOL","OHIO","OHIO","OH","OH","SOUTH BUNKER HILL SCHOOL","A1302497",29,0,0,0,0,0,29,0,0,0,0,0,100,2,"42","rural",40.563935,-81.774301,"rural"
"SOUTH DUBLIN C/O KRISTINA MILLER","OHIO","OHIO","OH","OH","SOUTH DUBLIN C/O KRISTINA MILLER","A1302498",39,0,0,0,0,0,39,0,0,0,0,0,100,2,"42","rural",40.637539,-81.763708,"rural"
"SOUTH LEEPER SCHOOL C/O JOHN PETERSHEIM","OHIO","OHIO","OH","OH","SOUTH LEEPER SCHOOL C/O JOHN PETERSHEIM","A1302500",24,0,0,0,0,0,24,0,0,0,0,0,100,1.4,"42","rural",40.634449,-81.861101,"rural"
"SPRING MEADOW SCHOOL C/O MARTHA WEAVER","OHIO","OHIO","OH","OH","SPRING MEADOW SCHOOL C/O MARTHA WEAVER","A1302506",29,0,0,0,0,0,29,0,0,0,0,0,100,2.4,"42","rural",40.613307,-81.800594,"rural"
"SPRINGWOOD SCHOOL C/O ELLA WEAVER","OHIO","OHIO","OH","OH","SPRINGWOOD SCHOOL C/O ELLA WEAVER","A1302509",37,0,0,0,0,0,37,0,0,0,0,0,100,2,"42","rural",40.63304,-81.852187,"rural"
"STONEY MEADOW","OHIO","OHIO","OH","OH","STONEY MEADOW","A1302530",29,0,0,0,0,0,29,0,0,0,0,0,100,2,"42","rural",40.515771,-81.832192,"rural"
"SUNRISE VIEW SCHOOL","OHIO","OHIO","OH","OH","SUNRISE VIEW SCHOOL","A1302536",31,0,0,0,0,0,31,0,0,0,0,0,100,2,"42","rural",40.620554,-82.001283,"rural"
NA,NA,NA,NA,"OH",NA,"A1302537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.634626,-82.081715,"rural"
"SUNNY MEADOWS","OHIO","OHIO","OH","OH","SUNNY MEADOWS","A1302540",24,0,0,0,0,0,24,0,0,0,0,0,100,2,"42","rural",40.494963,-81.769783,"rural"
NA,NA,NA,NA,"OH",NA,"A1302541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.640224,-81.960595,"rural"
"SUNSET VIEW C/O MOSE HERSHBERGER","OHIO","OHIO","OH","OH","SUNSET VIEW C/O MOSE HERSHBERGER","A1302544",27,0,0,0,0,0,NA,0,0,0,0,0,NA,2,"42","rural",40.638349,-81.797176,"rural"
"JOHN MILLER","OHIO","OHIO","OH","OH","JOHN MILLER","A1302549",21,0,0,0,0,0,21,0,0,0,0,0,100,1.4,"42","rural",40.653453,-81.844902,"rural"
"TRI-VALLEY","OHIO","OHIO","OH","OH","TRI-VALLEY","A1302550",24,0,0,0,0,0,24,0,0,0,0,0,100,2,"42","rural",40.525358,-81.728874,"rural"
NA,NA,NA,NA,"OH",NA,"A1302553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.536066,-81.778807,"rural"
"TROYER VALLEY","OHIO","OHIO","OH","OH","TROYER VALLEY","A1302554",27,0,0,0,0,27,0,0,0,0,0,100,0,2,"42","rural",40.500192,-81.708514,"rural"
"UNION HILL","OHIO","OHIO","OH","OH","UNION HILL","A1302556",14,0,0,0,0,0,14,0,0,0,0,0,100,1.1,"42","rural",40.48501,-81.686957,"rural"
"VALLEY VIEW C/O JERRY I. MILLER","OHIO","OHIO","OH","OH","VALLEY VIEW C/O JERRY I. MILLER","A1302558",26,0,0,0,0,0,26,0,0,0,0,0,100,2,"42","rural",40.602937,-81.954363,"rural"
"WALNUT GROVE SCHOOL C/O DAVID L. TROYER","OHIO","OHIO","OH","OH","WALNUT GROVE SCHOOL C/O DAVID L. TROYER","A1302559",47,0,0,0,0,0,47,0,0,0,0,0,100,2,"42","rural",40.472056,-81.868809,"rural"
"WALNUT VALLEY","OHIO","OHIO","OH","OH","WALNUT VALLEY","A1302562",49,0,2,0,0,0,47,0,4.08,0,0,0,95.92,4,"42","rural",40.540947,-81.699571,"rural"
"WEAVERS","OHIO","OHIO","OH","OH","WEAVERS","A1302564",34,0,0,0,0,0,34,0,0,0,0,0,100,2,"42","rural",40.577955,-81.74095,"rural"
"WEST BEIDLER SCHOOL","OHIO","OHIO","OH","OH","WEST BEIDLER SCHOOL","A1302565",10,0,0,0,0,0,10,0,0,0,0,0,100,1.4,"42","rural",40.65357,-81.671546,"rural"
"WEST FAIRVIEW SCHOOL","OHIO","OHIO","OH","OH","WEST FAIRVIEW SCHOOL","A1302566",36,0,0,0,0,0,36,0,0,0,0,0,100,2,"42","rural",40.618834,-81.742677,"rural"
"WOOD LAND","OHIO","OHIO","OH","OH","WOOD LAND","A1302580",41,0,0,0,0,0,41,0,0,0,0,0,100,2,"42","rural",40.481228,-81.744308,"rural"
"ZION CHRISTIAN","OHIO","OHIO","OH","OH","ZION CHRISTIAN","A1302586",72,0,0,0,0,0,72,0,0,0,0,0,100,8.9,"42","rural",40.599568,-81.839203,"rural"
"BUENA VISTA","OHIO","OHIO","OH","OH","BUENA VISTA","A1502809",23,0,0,0,0,0,23,0,0,0,0,0,100,2,"42","rural",40.572868,-81.85086,"rural"
"ELM RIDGE","OHIO","OHIO","OH","OH","ELM RIDGE","A1502851",33,0,0,0,0,0,33,0,0,0,0,0,100,2,"42","rural",40.636099,-81.736631,"rural"
"SHUTT VALLEY","OHIO","OHIO","OH","OH","SHUTT VALLEY","A1502983",27,0,0,0,0,0,27,0,0,0,0,0,100,2,"42","rural",40.446477,-81.756114,"rural"
"TRAIL VIEW SCHOOLS","OHIO","OHIO","OH","OH","TRAIL VIEW SCHOOLS","A1503033",31,0,0,0,0,0,31,0,0,0,0,0,100,2,"42","rural",40.585558,-81.702785,"rural"
"WHISPERING PINES SCHOOL","OHIO","OHIO","OH","OH","WHISPERING PINES SCHOOL","A1503051",22,0,0,0,0,0,22,0,0,0,0,0,100,2,"42","rural",40.46981,-81.781642,"rural"
"CHARM VIEW","OHIO","OHIO","OH","OH","CHARM VIEW","A1702841",19,0,0,0,0,0,19,0,0,0,0,0,100,1,"42","rural",40.497353,-81.781007,"rural"
"CLARK VALLEY SCHOOL","OHIO","OHIO","OH","OH","CLARK VALLEY SCHOOL","A1702845",37,0,0,0,0,0,37,0,0,0,0,0,100,2,"42","rural",40.459963,-81.866999,"rural"
"HICKORY HOLLOW","OHIO","OHIO","OH","OH","HICKORY HOLLOW","A1702854",18,0,0,0,0,0,18,0,0,0,0,0,100,1,"42","rural",40.571762,-81.695546,"rural"
"LEEPERS","OHIO","OHIO","OH","OH","LEEPERS","A1702865",36,0,0,0,0,0,36,0,0,0,0,0,100,2,"42","rural",40.649298,-81.860949,"rural"
"RAINBOW VALLEY","OHIO","OHIO","OH","OH","RAINBOW VALLEY","A1702884",18,0,0,0,0,0,18,0,0,0,0,0,100,1,"42","rural",40.522623,-81.817307,"rural"
"VALLEY VIEW","OHIO","OHIO","OH","OH","VALLEY VIEW","A1702910",26,0,0,0,0,0,26,0,0,0,0,0,100,2,"42","rural",40.602937,-81.954363,"rural"
"COUNTRY LINE","OHIO","OHIO","OH","OH","COUNTRY LINE","A1903421",22,0,0,0,0,0,22,0,0,0,0,0,100,2,"42","rural",40.664501,-81.842614,"rural"
"DEER RUN","OHIO","OHIO","OH","OH","DEER RUN","A1903422",21,0,0,0,0,0,21,0,0,0,0,0,100,1,"42","rural",40.618344,-82.057139,"rural"
"EAST SALT CREEK","OHIO","OHIO","OH","OH","EAST SALT CREEK","A1903423",37,0,0,0,0,0,37,0,0,0,0,0,100,2,"42","rural",40.650439,-81.784514,"rural"
"FRYBURG SCHOOL","OHIO","OHIO","OH","OH","FRYBURG SCHOOL","A1903428",18,0,0,0,0,0,18,0,0,0,0,0,100,2,"42","rural",40.615067,-81.826514,"rural"
"NATURE VIEW","OHIO","OHIO","OH","OH","NATURE VIEW","A1903465",28,0,0,0,0,0,28,0,0,0,0,0,100,2,"42","rural",40.667691,-81.78453,"rural"
"PINE VIEW","OHIO","OHIO","OH","OH","PINE VIEW","A1903467",20,0,0,0,0,0,20,0,0,0,0,0,100,2,"42","rural",40.658137,-81.827666,"rural"
"PLEASANT VIEW II","OHIO","OHIO","OH","OH","PLEASANT VIEW II","A1903468",23,0,0,0,0,0,23,0,0,0,0,0,100,2,"42","rural",40.660767,-81.813277,"rural"
"WALNUT HOLLOW","OHIO","OHIO","OH","OH","WALNUT HOLLOW","A1903523",20,0,0,0,0,0,20,0,0,0,0,0,100,2,"42","rural",40.541224,-81.750165,"rural"
"WEST MT. HOPE","OHIO","OHIO","OH","OH","WEST MT. HOPE","A1903524",25,0,0,0,0,0,25,0,0,0,0,0,100,2,"42","rural",40.62433,-81.805166,"rural"
NA,NA,NA,NA,"OH",NA,"A2301897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.491656,-82.143244,"rural"
NA,NA,NA,NA,"OH",NA,"A2301902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.611362,-81.87088,"rural"
NA,NA,NA,NA,"OH",NA,"A2301903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.508136,-81.685708,"rural"
NA,NA,NA,NA,"OH",NA,"A2301976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.599162,-81.809031,"rural"
NA,NA,NA,NA,"OH",NA,"A2301986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.636099,-81.736631,"rural"
NA,NA,NA,NA,"OH",NA,"A2302078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.629358,-81.772274,"rural"
NA,NA,NA,NA,"OH",NA,"A2302155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.461195,-81.740728,"rural"
NA,NA,NA,NA,"OH",NA,"A2302217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.587917,-81.732424,"rural"
NA,NA,NA,NA,"OH",NA,"A2302265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.595467,-81.868877,"rural"
NA,NA,NA,NA,"OH",NA,"A2302274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.630301,-81.99529,"rural"
NA,NA,NA,NA,"OH",NA,"A2302289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.637539,-81.763708,"rural"
NA,NA,NA,NA,"OH",NA,"A2302295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.63304,-81.852187,"rural"
NA,NA,NA,NA,"OH",NA,"A2302334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.515771,-81.832192,"rural"
NA,NA,NA,NA,"OH",NA,"A2302391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.613284,-81.695575,"rural"
NA,NA,NA,NA,"OH",NA,"A2302395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.62433,-81.805166,"rural"
NA,NA,NA,NA,"OH",NA,"A2302400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","rural",40.48922,-81.874387,"rural"
"IMMACULATE CONCEPTION SCHOOL","OHIO","OHIO","OH","OH","IMMACULATE CONCEPTION SCHOOL","01060568",149,0,4,0,0,0,120,0,3.15,0,0,0,94.49,8,"32","town",41.27307,-82.837221,"town"
"ST JOSEPH CATHOLIC SCHOOL","OHIO","OHIO","OH","OH","ST JOSEPH CATHOLIC SCHOOL","01061073",108,0,0,0,0,0,75,0,0,0,0,0,100,7.4,"41","rural",41.245963,-82.698047,"rural"
"ST FRANCIS XAVIER SCHOOL","OHIO","OHIO","OH","OH","ST FRANCIS XAVIER SCHOOL","01061823",108,0,46,0,0,0,47,0,42.59,0,0,0,43.52,9.1,"32","town",41.046013,-82.727616,"town"
"CELERYVILLE CHRISTIAN SCHOOL","OHIO","OHIO","OH","OH","CELERYVILLE CHRISTIAN SCHOOL","A9105166",187,1,25,0,0,5,94,0.79,19.84,0,0,3.97,74.6,17.3,"41","rural",41.028244,-82.729584,"rural"
"CHRISTIAN LIFE ACADEMY","OHIO","OHIO","OH","OH","CHRISTIAN LIFE ACADEMY","02049791",144,1,0,0,0,1,112,0.88,0,0,0,0.88,98.25,10.9,"41","rural",39.07545,-82.646821,"rural"
"BISHOP JOHN KING MUSSIO ELEMENTARY","OHIO","OHIO","OH","OH","BISHOP JOHN KING MUSSIO ELEMENTARY","01060422",313,2,10,0,0,3,284,0.64,3.19,0,0,0.96,90.73,24.5,"13","city",40.37407,-80.662031,"city"
"CATHOLIC CENTRAL HIGH SCHOOL","OHIO","OHIO","OH","OH","CATHOLIC CENTRAL HIGH SCHOOL","01060433",220,5,5,0,0,5,200,2.27,2.27,0,0,2.27,90.91,20,"13","city",40.37205,-80.661031,"city"
"BISHOP JOHN KING MUSSIO CENTRAL JUNIOR HIGH SCHOOL","OHIO","OHIO","OH","OH","BISHOP JOHN KING MUSSIO CENTRAL JUNIOR HIGH SCHOOL","A0902561",104,1,2,0,0,5,92,0.96,1.92,0,0,4.81,88.46,7.3,"13","city",40.37205,-80.661031,"city"
